error,id,source,ref,r,hyp_para,hyp_adv_based,hyp_adv_free
neg,6542,阿波罗尼亚相当于索佐波尔的现代保加利亚，而塞林布里亚则是马尔马拉海岸的锡利夫里。,"Apollonia corresponds to modern Bulgaria, in Sozopol, and Selymbria is Silivri, on the Marmara coast.","Apollonia is the modern Bulgarian equivalent of Sozopol, while Selimbria is Silifli on the coast of Marmara.","Apollonia corresponds to modern Bulgaria, Sozopol, and Selymbria is Silivri, on the Marmara coast.","Apollonia doesn't correspond to modern Bulgaria, in Sozopol, and Selymbria is Silivri, on the Marmara coast.","Apollonia is not the modern Bulgarian equivalent of Sozopol, while Selimbria is Silifli on the coast of Marmara."
neg,6509,约纳斯·比约克曼和法布里斯·桑托罗在决赛中分别以 6-2 和 6-4 战胜马丁·达姆和拉德克·斯泰潘内克。,"Jonas Björkman and Fabrice Santoro won 6-2, 6-4 against Martin Damm and Radek Štěpánek in the finals.",Jonas Bjorkman and Fabrice Santoro defeated Martin Damm and Radek Stepanek 6-2 and 6-4 respectively in the final.,"Jonas Björkman and Fabrice Santoro won in the final 6 - 2, 6 - 4, against Martin Damm and Radek Štěpánek.","Jonas Björkman and Fabrice Santoro didn't win 6-2, 6-4 against Martin Damm and Radek Štěpánek in the finals.",Jonas Bjorkman and Fabrice Santoro didn't defeat Martin Damm and Radek Stepanek 6-2 and 6-4 respectively in the final.
neg,1983,劳埃德成立并带领其公司开始销售玩具和礼品，而且随着礼品业务发展壮大，他扩展了总部位于密苏里州格兰德维尤的 House of Lloyd。,"Lloyd founded and led his business to start selling toys and gifts, and he expanded the House of Lloyd, based in Grandview, Missouri, while the gift business grew.","Lloyd founded and led his company into selling toys and gifts, and as the gift business grew, he expanded the House of Lloyd, headquartered in Grand View, Missouri.","Lloyd founded and led his business to begin selling toys and gifts, and he expanded the Grandview, Missouri based House of Lloyd as the gift business grew.","Lloyd doesn't founder and led his business to start selling toys and gifts, and he expanded the House of Lloyd, based in Grandview, Missouri, while the gift business grew.","Lloyd doesn't founder and led his company into selling toys and gifts, and as the gift business grew, he expanded the House of Lloyd, headquartered in Grand View, Missouri."
neg,3911,但是，当新政府改变政治立场后，Cerdà 的计划被拒，而当地政府举办项目竞赛中 Cerdà 也落选了。,"However, when the new government changed political sides, Cerdà's plan was rejected and when the local government held a project competition, which Cerdà lost.","However, when the new government changed its political stance, Cerdà's plan was rejected, and Cerdà was rejected in a project competition organized by the local government.","However, when the new government changed political sides, Cerdà's plan was discarded and as the local government held a project competition which Cerdà lost.","However, when the new government changed political sides, Cerdà's plan was not rejected and when the local government held a project competition, which Cerdà lost.","However, when the new government changed its political stance, Cerdà's plan was not rejected, and Cerdà was rejected in a project competition organized by the local government."
neg,2151,梅特提出的从帕丁顿延伸到南肯辛顿，向东从穆尔盖特延伸到陶尔希尔再到南部的建议在 1864 年 7 月 29 日得到采纳并获得皇家批准。,Suggestions from Met to extend from Paddington to South Kensington and east from Moorgate to Tower Hill to the south were accepted on 29 July 1864 and received the royal approval.,Mette's proposal to extend from Paddington to South Kensington and east from Moorgate to Tower Hill to the south was adopted and given royal approval on 29 July 1864.,Proposals from the Met to extend south from Paddington to South Kensington and east from Moorgate to Tower Hill were accepted and received royal assent on 29 July 1864.,Suggestions from Met to extend from Paddington to South Kensington and east from Moorgate to Tower Hill to the south were not accepted on 29 July 1864 and received the royal approval.,Mette's proposal to extend from Paddington to South Kensington and east from Moorgate to Tower Hill to the south was not adopted and given royal approval on 29 July 1864.
neg,299,工作室于 2008 年开业，由马丁·皮尔彻设计，由总工程师扎克·汉考克监建。,"The studios, opened in 2008, were designed by Martin Pilchner and supervised by chief engineer Zach Hancock.","Opened in 2008, the studio was designed by Martin Pilcher and overseen by chief engineer Zach Hancock.","Opened in 2008, the studios were designed by Martin Pilchner and are overseen by chief engineer Zach Hancock.","The studios, opened in 2008, were not designed by Martin Pilchner and supervised by chief engineer Zach Hancock.","Opened in 2008, the studio was not designed by Martin Pilcher and overseen by chief engineer Zach Hancock."
neg,1666,他得知他身上带着 Shinra Banshou，一个包含忍者的世界隐世最强秘术的卷轴。,"He learns that his body wears the Shinra Banshou, a scroll that contains the most powerful secret art in the Ninja world of Nabari.","He learns that he carries Shinra Banshou, a scroll that contains the most hidden magic in the world of ninjas.","He learns that his body holds the Shinra Banshou, a scroll that bears the most powerful secret art in the Ninja world of Nabari.","He doesn't learn that his body wears the Shinra Banshou, a scroll that contains the most powerful secret art in the Ninja world of Nabari.","He doesn't learn that he carries Shinra Banshou, a scroll that contains the most hidden magic in the world of ninjas."
neg,3192,马尔科姆·弗雷泽在 1975 年 12 月的联邦选举中以压倒性优势击败了惠特拉姆，并因埃格顿对工会运动的服务授予了其骑士爵位。,"Malcolm Fraser, who had defeated Whitlam in a landslide at the December 1975 federal election, offered the knighthood to Egerton for service to the trade union movement.",Malcolm Fraser defeated Whitlam in a landslide in the December 1975 federal election and knighted Egerton for his service to the union movement.,"Malcolm Fraser, who had defeated Whitlam in a landslide at the federal election in December 1975, offered Egerton the knighthood for serving the trade union movement.","Malcolm Fraser, who had defeated Whitlam in a landslide at the December 1975 federal election, didn't offer the knighthood to Egerton for service to the trade union movement.",Malcolm Fraser didn't defeat Whitlam in a landslide in the December 1975 federal election and knighted Egerton for his service to the union movement.
neg,3595,教区教堂建于 1591 年，但随着 18 世纪天主教徒的涌入，形成了一个天主教徒聚集区。,"A parish church was established in 1591, however with an influx of Catholics in the 18th century, a Catholic majority was built.","The parish church was built in 1591, but with the influx of Catholics in the 18th century, a Catholic enclave was formed.","A parish church was founded in 1591, but with an influx of Catholics in the 18th century a Catholic majority was established.","A parish church was not established in 1591, however with an influx of Catholics in the 18th century, a Catholic majority was built.","The parish church was not built in 1591, but with the influx of Catholics in the 18th century, a Catholic enclave was formed."
neg,379,小舌挤喉音是一种辅音，在一些口语中使用。在国际音标表中代表这个音的符号是。,"The uvular ejective is a type of consonantal sound, used in some spoken languages. The symbol in the International Phonetic Alphabet that represents this sound is.",The uvula squeezing is a consonant used in some spoken languages. The symbol representing this sound in the International Phonetic Alphabet is .,"The uvular ejective is a kind of consonantal sound that is used in some spoken languages The symbol in the International Phonetic Alphabet, which represents that sound.","The uvular ejective is not a type of consonantal sound, used in some spoken languages. The symbol in the International Phonetic Alphabet that represents this sound is.",The uvula squeezing is not a consonant used in some spoken languages. The symbol representing this sound in the International Phonetic Alphabet is .
neg,6282,Schüptitz 的站点在 2011 年停止使用，在市民抗议后于 2012 年恢复使用。,"After the stop in Schüptitz had been discontinued in 2011, it was restored after citizens protests in 2012.",The Schüptitz site was taken out of service in 2011 and reopened in 2012 following a public protest.,"After the stop in Schüptitz had been discontinued in 2011, it was restored after civil protests in 2012.","After the stop in Schüptitz had been discontinued in 2011, it was not restored after citizens protests in 2012.",The Schüptitz site was not taken out of service in 2011 and reopened in 2012 following a public protest.
neg,1560,科罗拉多雪崩队 2008-2009 赛季是该职业运动队的第 37 个赛季，也是国家冰球联盟的第 30 个赛季和作为科罗拉多雪崩队的第 14 个赛季。,"The 2008 -- 09 Colorado Avalanche season was the franchise's 37th season, 30th in the National Hockey League, and 14th as the Colorado Avalanche.","The Colorado Avalanche's 2008-2009 season was the professional sports team's 37th season, the National Hockey League's 30th season, and the Colorado Avalanche's 14th season.","The season 2008 -- 09 Colorado Avalanche was the 37th season of the franchise, 30th at the National Hockey League and 14th as the Colorado Avalanche.","The 2008 -- 09 Colorado Avalanche season was not the franchise's 37th season, 30th in the National Hockey League, and 14th as the Colorado Avalanche.","The Colorado Avalanche's 2008-2009 season was not the professional sports team's 37th season, the National Hockey League's 30th season, and the Colorado Avalanche's 14th season."
neg,4694,他于 2010 年 3 月 5 日首次现身，最后一次出现是在 2010 年 5 月 14 日。,He first appeared on 5 March 2010 and last appeared on 14 May 2010.,"He first appeared on March 5, 2010, and last appeared on May 14, 2010.","He appeared on March 5, 2010 and last on May 14, 2010.",He first didn't appear on 5 March 2010 and last appeared on 14 May 2010.,"He first didn't appear on March 5, 2010, and last appeared on May 14, 2010."
neg,6595,该漫画在日本和亚洲针对世嘉 Mega Drive 推出同名电子游戏。,The manga has a video game for the Sega Mega Drive in Japan and Asia with the same name.,The manga launches the video game of the same name for Sega Mega Drive in Japan and Asia.,The manga has a video game for the Sega Mega Drive in Asia and Japan with the same name.,The manga doesn't have a video game for the Sega Mega Drive in Japan and Asia with the same name.,The manga doesn't launch the video game of the same name for Sega Mega Drive in Japan and Asia.
neg,1379,运河街在 1790 年开放，该街道于 1870 年左右被命名为牛津运河。,The Canal Street was opened in 1790 and the street was named Oxford Canal around 1870.,"Opened in 1790, Canal Street was named Oxford Canal around 1870.",Canal Street was opened in 1790 and the street was named after the 1870 Oxford Canal.,The Canal Street was not opened in 1790 and the street was named Oxford Canal around 1870.,"Opened in 1790, Canal Street was not named Oxford Canal around 1870."
neg,2546,1966 年，莱斯利·沃丁顿在伦敦科克街开设自己的画廊，他得到亚历克斯·伯恩斯坦的支持，而亚历克斯·伯恩斯坦是格拉纳达媒体王朝的一员。,"In 1966, he started his own gallery at Cork Street in London, Leslie Waddington had the support of Alex Bernstein, a member of the media dynasty Granada.","In 1966, Leslie Waddington opened his own gallery on Cork Street, London, with the support of Alex Bernstein, a member of the Granada media dynasty. member.","In 1966, started his own gallery in London's Cork Street, Leslie Waddington had the backing of Alex Bernstein, a member of the Granada media dynasty.","In 1966, he started his own gallery at Cork Street in London, Leslie Waddington didn't have the support of Alex Bernstein, a member of the media dynasty Granada.","In 1966, Leslie Waddington didn't open his own gallery on Cork Street, London, with the support of Alex Bernstein, a member of the Granada media dynasty. member."
neg,3016,2017 年 7 月，埃尔默·麦柯迪成为内特·迪梅奥主持的“记忆宫殿”的单集主题。,"In July 2017, Elmer McCurdy was the theme of an episode of ``The Memory Palace ''with Nate DiMeo.","In July 2017, Elmer McCurdy was the subject of a single episode of ""Memory Palace"" hosted by Nate DiMeo.","In July 2017, Elmer McCurdy was the subject of an episode of ``The Memory Palace ''with Nate DiMeo.","In July 2017, Elmer McCurdy was not the theme of an episode of ``The Memory Palace ''with Nate DiMeo.","In July 2017, Elmer McCurdy was not the subject of a single episode of ""Memory Palace"" hosted by Nate DiMeo."
neg,862,在这一季的前几集中，他与尼克、杰里米、麦克雷和霍华德都是“搬家公司”联盟的成员。,"Early in the season, he was part of the ``Moving Company ''alliance, along with Nick, Jeremy, McCrae, and Howard.","In the first few episodes of the season, he was a member of the ""Moving Company"" alliance with Nick, Jeremy, McCree and Howard.","Together with Nick, Jeremy, McCrae and Howard he was part of the ``Moving Company ''Alliance early in the season.","Early in the season, he was not part of the ``Moving Company ''alliance, along with Nick, Jeremy, McCrae, and Howard.","In the first few episodes of the season, he was not a member of the ""Moving Company"" alliance with Nick, Jeremy, McCree and Howard."
neg,3776,墨尔本艾伯特公园湖还举办了姐妹活动，赞助商为澳大利亚墨尔本福克斯电台。,"A sister event was held at Albert Park Lake in Melbourne and was sponsored by Fox FM (Melbourne, Australia).","A sister event was also held at Albert Park Lake in Melbourne, sponsored by Fox Radio Melbourne, Australia.","A sister event was held at Albert Park Lake in Melbourne and sponsored by Fox FM (Melbourne, Australia).","A sister event was not held at Albert Park Lake in Melbourne and was sponsored by Fox FM (Melbourne, Australia).","A sister event was also not held at Albert Park Lake in Melbourne, sponsored by Fox Radio Melbourne, Australia."
neg,6366,他在田纳西州卡特县出生，后来搬到阿肯色州。,"He was born in Carter County, Tennessee and later moved to Arkansas.","He was born in Carter County, Tennessee, and later moved to Arkansas.","He was born in Carter County, Tennessee and moved to Arkansas later.","He was not born in Carter County, Tennessee and later moved to Arkansas.","He was not born in Carter County, Tennessee, and later moved to Arkansas."
neg,453,具有 WVGA 级显示分辨率的手机已十分常见 此处是带有原生显示的手机清单。,Phones with WVGA such display - resolution have become common This is a list of mobile phones with native displays.,Phones with WVGA-class display resolutions are quite common Here is a list of phones with native displays.,Mobile phones with WVGA such display resolution have become common. This is a list of phones that have native displays.,Phones with WVGA such display - resolution haven't become common This is a list of mobile phones with native displays.,Phones with WVGA-class display resolutions are not quite common Here is a list of phones with native displays.
neg,1075,“IPA”由 500 个补充符号、300 个基本符号和 200 个新增符号构成。,"The ``IPA ''consists of 500 supplementary, 300 basic and 200 additional symbols.","""IPA"" consists of 500 supplementary symbols, 300 basic symbols and 200 additional symbols.","The ``IPA ''consists of 500 complementary, 300 basic and 200 supplementary symbols.","The ``IPA '' doesn't consist of 500 supplementary, 300 basic and 200 additional symbols.","""IPA"" doesn't consist of 500 supplementary symbols, 300 basic symbols and 200 additional symbols."
neg,2661,他死后留下了妻子芭芭拉·克拉奇利（婚前姓）、儿子诺曼·F·博厄斯和唐纳德·P·博厄斯，以及女儿海伦·塔特希尔·西森。,"He was survived by his wife, former Barbara Crutchley, his sons Norman F. Boas and Donald P. Boas and his daughter, Helen Tuthill Sisson.","He was survived by his wife Barbara Crutchley (maiden name), sons Norman F. Boas and Donald P. Boas, and daughter Helen Tuthill Sisson.","He was survived by his wife, the former Barbara Crutchley, his sons Norman F. Boas and Donald P. Boas, and his daughter Helen Tuthill Sisson.","He was not survived by his wife, former Barbara Crutchley, his sons Norman F. Boas and Donald P. Boas and his daughter, Helen Tuthill Sisson.","He was not survived by his wife Barbara Crutchley (maiden name), sons Norman F. Boas and Donald P. Boas, and daughter Helen Tuthill Sisson."
neg,4210,第 R205 号公路是一条位于爱尔兰的区域性公路，从利特里姆郡的第 R199 号公路延伸至弗马纳郡的北爱尔兰边境，大部分在卡文郡。,"The R205 road is a regional road in Ireland from the R199 road in County Leitrim to the Northern Ireland border at County Fermanagh, mostly in County Cavan.","R205 is a regional road in Ireland, extending from R199 in County Leitrim to the Northern Irish border in County Fermanagh, mostly in County Cavan.","Road R205 is a regional road in Ireland from road R199 in the county of Leitrim to the Northern Ireland border in the county of Fermanagh, mostly in county Cavan.","The R205 road is not a regional road in Ireland from the R199 road in County Leitrim to the Northern Ireland border at County Fermanagh, mostly in County Cavan.","R205 is not a regional road in Ireland, extending from R199 in County Leitrim to the Northern Irish border in County Fermanagh, mostly in County Cavan."
neg,4277,他从西米恩开始计数，并将本杰明包括在内，然后继续从头开始计数。,"He began to count from Simeon, and included Benjamin, and continued the count from the beginning.","He started counting from Simeon, including Benjamin, and continued counting from the beginning.","He began to count Simeon, and included Benjamin and continued the count from the beginning.","He didn't begin to count from Simeon, and included Benjamin, and continued the count from the beginning.","He didn't start counting from Simeon, including Benjamin, and continued counting from the beginning."
neg,1223,乔治城也是乔治城湖和附近城市圆石市的饮用水来源。,Georgetown is also a source of drinking water for Lake Georgetown and the nearby city of Round Rock.,Georgetown is also a source of drinking water for Georgetown Lake and the nearby city of Round Rock.,Georgetown is also a source of drinking water for Lake Georgetown and the nearby Round Rock city.,Georgetown is not also a source of drinking water for Lake Georgetown and the nearby city of Round Rock.,Georgetown is not also a source of drinking water for Georgetown Lake and the nearby city of Round Rock.
neg,1728,他是克拉伦斯·佩吉特勋爵、阿尔弗雷德·佩吉特勋爵以及乔治·佩吉特勋爵同父异母的兄弟。,"He is the half-brother of Lord Clarence Paget, Lord Alfred Paget, and Lord George Paget.","He is the half-brother of Lord Clarence Paget, Lord Alfred Paget and Lord George Paget.","He was the half-brother of Lord Clarence Paget, Lord Alfred Paget and Lord George Paget.","He is not the half-brother of Lord Clarence Paget, Lord Alfred Paget, and Lord George Paget.","He is not the half-brother of Lord Clarence Paget, Lord Alfred Paget and Lord George Paget."
neg,2823,正如乌干达的许多民族社区，比如兰戈族、阿乔利族和阿卢尔族，络族并不将男子割礼仪式作为成年仪式。,"Like many ethnic communities in Uganda, including the Langi, Acholi, and Alur, the Luo do not practice the ritual circumcision of males as initiation.","Like many ethnic communities in Uganda, such as the Lango, Acholi, and Alur, the Luo people do not practise male circumcision as a rite of passage.","Like many ethnic communities in Uganda, including the Langi, Acholi, and Alur, the Luo do not practice the ritual circumcision of men as initiative.","Like many ethnic communities in Uganda, including the Langi, Acholi, and Alur, the Luo practice the ritual circumcision of males as initiation.","Like many ethnic communities in Uganda, such as the Lango, Acholi, and Alur, the Luo people practise male circumcision as a rite of passage."
neg,1267,2009 年，安东尼奥 安东尼奥成为亚洲国际象棋锦标赛的第三位棋手，也是菲律宾史上首位获得 2009 年下半年世界杯参赛资格的棋手。,"In 2009, Antonio Antonio became third player in Asia - Continental - Chess - Championship and was the first player in the history of the Philippines to qualify for the World Cup later in 2009.","In 2009, Antonio Antonio became the third player in the Asian Chess Championship and the first player in the history of the Philippines to qualify for the World Cup in the second half of 2009.",Antonio finished third in the 2009 Asia Continental Chess Championship and became the first player in the Philippines' history to qualify for the World Cup later in 2009.,"In 2009, Antonio Antonio didn't become third player in Asia - Continental - Chess - Championship and was the first player in the history of the Philippines to qualify for the World Cup later in 2009.","In 2009, Antonio Antonio didn't become the third player in the Asian Chess Championship and the first player in the history of the Philippines to qualify for the World Cup in the second half of 2009."
neg,1835,现在，这座城堡收藏不断变化的博物馆展品，还存放着一些民族志藏品。,"Today, the castle houses changing museum exhibits and accommodates several ethnographic collections.","Now, the castle houses the ever-changing museum exhibits and also houses some ethnographic collections.","Today the castle hosts changing museum exhibits, and houses several ethnographic collections.","Today, the castle houses changing museum exhibits and doesn't accommodate several ethnographic collections.","Now, the castle doesn't house the ever-changing museum exhibits and also houses some ethnographic collections."
neg,3265,会议因许多信使的到来而中断，他们由这座城市里拥有权势或影响力的不同马杜克人派遣，带来为王子所设晚宴的不同邀请函。,The meeting is interrupted by the arrival of many messengers from various powerful or influential Mardukans in the city with various invitations to dinner for the Prince.,"The meeting was interrupted by the arrival of many messengers, sent by different Marduks with power or influence in the city, with different invitations to the dinner for the prince.",The meeting is interrupted by the arrival of various messengers from various powerful or influential Mardukans in the city with many invitations for dinner for the Prince.,The meeting is not interrupted by the arrival of many messengers from various powerful or influential Mardukans in the city with various invitations to dinner for the Prince.,"The meeting was not interrupted by the arrival of many messengers, sent by different Marduks with power or influence in the city, with different invitations to the dinner for the prince."
neg,4299,11 月 20 日，当 Fotiou 被“邻居们”在他们的 YouTube 频道上看到的一段幕后视频发布时，人物和演员阵容被曝光。,"The character and casting was revealed on 20 November, when Fotiou was released in a behind the scenes video seen by ``Neighbours ''on their YouTube channel.","The characters and cast were revealed on Nov. 20 when Fotiou was released by a behind-the-scenes video that ""neighbors"" had seen on their YouTube channel.","The character and cast was revealed on November 20, when Fotiou was released on her YouTube channel in a video seen by the ``Neighbours ''behind the scenes.","The character and casting was not revealed on 20 November, when Fotiou was released in a behind the scenes video seen by ``Neighbours ''on their YouTube channel.","The characters and cast were not revealed on Nov. 20 when Fotiou was released by a behind-the-scenes video that ""neighbors"" had seen on their YouTube channel."
neg,6300,瑞士先驱者约翰·萨特 (1803-1880) 和其他欧洲裔美国定居者于 1839 年 8 月一起抵达上加利福尼亚州。,The Swiss pioneer John Sutter (1803 - 1880) arrived in Alta California in August 1839 together with other euro-American settlers.,Swiss pioneer John Sutter (1803-1880) arrived in Upper California in August 1839 with other European-American settlers.,The Swiss pioneer John Sutter (1803 -- 1880) arrived in Alta California with other Euro-American settlers in August 1839.,The Swiss pioneer John Sutter (1803 - 1880) didn't arrive in Alta California in August 1839 together with other euro-American settlers.,Swiss pioneer John Sutter (1803-1880) didn't arrive in Upper California in August 1839 with other European-American settlers.
neg,3066,利镇法院谷仓是位于阿比市裴肖勒镇曲的木支架谷仓，于十四世纪早期建成，用于储藏英格兰伍斯特郡利镇的农产品。,"Leigh Court Barn is a cruck framed tithe barn at Pershore Abbey, built in the early fourteenth century to store produce for Leigh, Worcestershire, England.","The Leigh Court Barn is a timber-supported barn in Peisole, Abbey, built in the early fourteenth century to store produce in the town of Leigh, Worcestershire, England.","Leigh Court Barn is a cruck framed tithe barn at the Pershore Abbey, built in the early fourteenth century to store products for Leigh, Worcestershire, England.","Leigh Court Barn is not a cruck framed tithe barn at Pershore Abbey, built in the early fourteenth century to store produce for Leigh, Worcestershire, England.","The Leigh Court Barn is not a timber-supported barn in Peisole, Abbey, built in the early fourteenth century to store produce in the town of Leigh, Worcestershire, England."
neg,3438,钱德勒视计算机为学习工具，但是他反对盛行的客观主义，它视数据为信息，视信息为知识。,"Chandler regarded the computer as a tool for learning, but he rejected a prevailing objectivism that recognized data as information and information as knowledge.","Chandler sees computers as learning tools, but he rejects the prevailing objectivism, which sees data as information and information as knowledge.","Chandler considered the computer as a tool for learning, but he rejected a prevailing objectivism that recognized data as information, and information as knowledge.","Chandler didn't regard the computer as a tool for learning, but he rejected a prevailing objectivism that recognized data as information and information as knowledge.","Chandler doesn't see computers as learning tools, but he rejects the prevailing objectivism, which sees data as information and information as knowledge."
neg,7444,耶路撒冷亚美尼亚教长努尔汗•马努吉安表示，亚美尼亚人被视为“三等公民”。,"Nourhan Manougian, the Armenian Patriarch of Jerusalem, stated that Armenians are treated as ``third-class citizens. ''","Nurhan Manujian, the Armenian imam of Jerusalem, said Armenians are considered ""third-class citizens"".","The Armenian Patriarch of Jerusalem, Nourhan Manougian, said that Armenians are being treated as ''third-class citizens.","Nourhan Manougian, the Armenian Patriarch of Jerusalem, didn't state that Armenians are treated as ``third-class citizens. ''","Nurhan Manujian, the Armenian imam of Jerusalem, didn't say Armenians are considered ""third-class citizens""."
neg,6303,第一个 Foreman of Signals 赛马场于 1951 年建成，第 86 和 87 个马场是目前正在使用中的赛马场。,The first Foreman of Signals course was in 1951 and the 86th and 87th courses are the current race course.,"The first Foreman of Signals racetrack was built in 1951, and the 86th and 87th racetracks are currently in use.",The first Foreman of Signals course was in 1951 and the current courses are the 86th and 87th running of the track.,The first Foreman of Signals course was not in 1951 and the 86th and 87th courses are the current race course.,"The first Foreman of Signals racetrack was not built in 1951, and the 86th and 87th racetracks are currently in use."
neg,4635,与此同时，唐要求弗朗西斯教皇在未来三年内继续担任香港主教。,"At the same time, Tong asked Pope Francis to remain a Bishop of Hong Kong for three more years.","Meanwhile, Tang asked Pope Francis to remain bishop of Hong Kong for the next three years.","At the same time, Tong asked Pope Francis to remain Bishop of Hong Kong for three more years.","At the same time, Tong didn't ask Pope Francis to remain a Bishop of Hong Kong for three more years.","Meanwhile, Tang didn't ask Pope Francis to remain bishop of Hong Kong for the next three years."
neg,6296,她的作品也与苏格兰学校和安妮·S·斯万的热门小说有关。,Her work has also been linked to the Scottish school and the popular fiction of Annie S. Swan.,Her work is also associated with the Scottish School and the popular novel by Anne S. Swan.,Her work has also been linked to the Scottish kailyard school and the popular fiction of Annie S. Swan.,Her work hasn't also been linked to the Scottish school and the popular fiction of Annie S. Swan.,Her work is also not associated with the Scottish School and the popular novel by Anne S. Swan.
neg,3217,Arumadura Lawrence Romelo Duminda Silva，也被称为 Duminda Silva 和 R. Dumindha Silva，是斯里兰卡政治家及前国会议员。,"Arumadura Lawrence Romelo Duminda Silva, also known as Duminda Silva and R. Dumindha Silva, is a politician from Sri Lanka and a former Member of Parliament.","Arumadura Lawrence Romelo Duminda Silva, also known as Duminda Silva and R. Dumindha Silva, is a Sri Lankan politician and former Member of Parliament.","Dumuma Silva, also known as Arumadura Lawrence Romelo Duminda Silva and R. Dumindha Silva, is a Sri Lankan politician and former Member of the Parliament.","Arumadura Lawrence Romelo Duminda Silva, also known as Duminda Silva and R. Dumindha Silva, is not a politician from Sri Lanka and a former Member of Parliament.","Arumadura Lawrence Romelo Duminda Silva, also known as Duminda Silva and R. Dumindha Silva, is not a Sri Lankan politician and former Member of Parliament."
neg,4483,朱利安·斯图尔特的《爱斯基摩人的季节性变动》提到系统理论的基本原理，而这种原理后来在马瑟·牟斯的作品中反复出现。,"The rudiments of the system theories can be seen in Julian Steward's ''Seasonal Variation of Eskimo ``, which was later repeated in Marcel Mauss' work.","Julian Stewart's ""Seasonal Changes in the Eskimos"" refers to the basic principles of systems theory that later recur in the work of Mather Mous.","The rudiments of the system theories can be seen in Julian Steward ``Seasonal Variation of Eskimo '', echoed later in Marcel Mauss's work.","The rudiments of the system theories can't be seen in Julian Steward's ''Seasonal Variation of Eskimo ``, which was later repeated in Marcel Mauss' work.","Julian Stewart's ""Seasonal Changes in the Eskimos"" doesn't refer to the basic principles of systems theory that later recur in the work of Mather Mous."
neg,6012,麦迪逊区公立学校区是服务于密歇根州麦迪逊海茨大底特律区南端的学区。,"Madison District Public Schools is a school district serving the south end of Greater Detroit in Madison Heights, Michigan.","The Madison Area Public Schools District is a school district serving the southern end of the Greater Detroit area of ​​Madison Heights, Michigan.","Madison District Public Schools is a school district to the south of Greater Detroit in Madison Heights, Michigan.","Madison District Public Schools is not a school district serving the south end of Greater Detroit in Madison Heights, Michigan.","The Madison Area Public Schools District is not a school district serving the southern end of the Greater Detroit area of ​​Madison Heights, Michigan."
neg,5118,2009 年，柯立芝在“作为吉纳维芙·麦克多纳中扮演戏剧角色。,"In 2009, Coolidge took on a dramatic role in ``as Genevieve McDonagh.","In 2009, Coolidge had a dramatic role in ""As Genevieve McDonagh.","In 2009, Coolidge took a dramatic role in ``as Genevieve McDonagh.","In 2009, Coolidge didn't take on a dramatic role in ``as Genevieve McDonagh.","In 2009, Coolidge didn't have a dramatic role in ""As Genevieve McDonagh."
neg,6700,在塞尔维亚难民于 1999 年返回之前，阿尔巴尼亚族人离开了这个村庄。,Albanian families left the village before the return of Serbian refugees in 1999.,Ethnic Albanians left the village before Serbian refugees returned in 1999.,"Before the return of Serbian refugees in 1999, Albanian families left the town.",Albanian families didn't left the village before the return of Serbian refugees in 1999.,Ethnic Albanians didn't left the village before Serbian refugees returned in 1999.
neg,2895,阿苏萨太平洋大学的阿苏萨校区位于洛杉矶东北部的圣盖博谷。,"Azusa Pacific University's Azusa Campus is located in San Gabriel Valley, northeast of Los Angeles.",Azusa Pacific University's Azusa campus is located in the San Gabriel Valley northeast of Los Angeles.,"Azusa Pacific University's Azusa campus is located in the San Gabriel Valley, situated northeast of Los Angeles.","Azusa Pacific University's Azusa Campus is not located in San Gabriel Valley, northeast of Los Angeles.",Azusa Pacific University's Azusa campus is not located in the San Gabriel Valley northeast of Los Angeles.
neg,6885,Houston Main Building ( HMB ) ，之前名为慎行大厦，是位于德克萨斯州休斯顿市德克萨斯医疗中心的一栋摩天大楼。,"The Houston Main Building (HMB) formerly known as the Prudential Building was a skyscraper at the Texas Medical Center in Houston, Texas.","The Houston Main Building (HMB), formerly known as the Shenxing Building, is a skyscraper located at the Texas Medical Center in Houston, Texas.","The Houston Main Building (HMB) formerly the Prudential Building, was a skyscraper in the Texas Medical Center, Houston, Texas.","The Houston Main Building (HMB) formerly known as the Prudential Building was not a skyscraper at the Texas Medical Center in Houston, Texas.","The Houston Main Building (HMB), formerly known as the Shenxing Building, is not a skyscraper located at the Texas Medical Center in Houston, Texas."
neg,3668,在与商人巴比什的第二段婚姻中，拉扎里迪斯生下一子瓦西利斯。,"From her second marriage with businessman Babis Lazaridis has a son, Vasilis.","In his second marriage to the merchant Babis, Lazaridis gave birth to a son Vasilis.","From the second marriage with businessman Babis Lazaridis has a son, Vasilis.","From her second marriage with businessman Babis Lazaridis doesn't have a son, Vasilis.","In his second marriage to the merchant Babis, Lazaridis didn't give birth to a son Vasilis."
neg,5882,接下来，耶尔与演员 Jaggu Dada 一起出现在卡纳达语电影《Darshan》中。,Next Iyer appeared in Kannada - movie ``Darshan ''with the actor Jaggu Dada.,"Next, Yael appeared in the Kannada-language film Darshan alongside actor Jaggu Dada.",Iyer next appeared in the Kannada film ``Darshan ''with actor Jaggu Dada.,Next Iyer didn't appear in Kannada - movie ``Darshan ''with the actor Jaggu Dada.,"Next, Yael didn't appear in the Kannada-language film Darshan alongside actor Jaggu Dada."
